距	㇑㇕㇐㇑㇐㇑㇀㇐㇕㇐㇗
囔	㇑㇕㇐㇐㇑㇕㇐㇑㇔㇇㇑㇕㇐㇑㇕㇐㇐㇐㇑㇑㇐㇓㇙㇓㇏
握	㇐㇚㇀㇕㇐㇓㇐㇜㇔㇐㇑㇐
俑	㇓㇑㇇㇔㇑㇆㇐㇐㇑
捞	㇐㇚㇀㇐㇑㇑㇔㇇㇆㇓
沾	㇔㇔㇀㇑㇐㇑㇕㇐
朽	㇐㇑㇓㇔㇐㇉
卢	㇑㇐㇕㇐㇓
琪	㇐㇐㇑㇀㇐㇑㇑㇐㇐㇐㇓㇔
凤	㇓㇈㇇㇔
秘	㇓㇐㇑㇓㇔㇔㇂㇔㇓㇔
礴	㇐㇓㇑㇕㇐㇐㇑㇑㇔㇔㇀㇐㇑㇕㇐㇐㇑㇔㇐㇚㇔
讳	㇔㇊㇐㇐㇆㇑
醋	㇐㇑㇕㇓㇗㇐㇐㇐㇑㇑㇐㇑㇕㇐㇐
扩	㇐㇚㇀㇔㇐㇓
编	㇜㇜㇀㇔㇕㇐㇓㇑㇆㇐㇑㇑
榨	㇐㇑㇓㇔㇔㇔㇇㇓㇔㇓㇐㇑㇐㇐
魅	㇓㇑㇕㇐㇐㇓㇟㇜㇔㇐㇐㇑㇓㇏
慧	㇐㇐㇐㇑㇐㇐㇐㇑㇕㇐㇐㇔㇂㇔㇔
蹒	㇑㇕㇐㇑㇐㇑㇀㇐㇑㇑㇐㇑㇆㇓㇔㇓㇔
隽	㇓㇑㇔㇐㇐㇐㇑㇐㇡㇓
幼	㇜㇜㇔㇆㇓
惹	㇐㇑㇑㇐㇓㇑㇕㇐㇔㇂㇔㇔
铝	㇓㇐㇐㇐㇙㇑㇕㇐㇑㇕㇐
墨	㇑㇕㇔㇓㇐㇑㇐㇐㇔㇔㇔㇔㇐㇑㇐
蕉	㇐㇑㇑㇓㇑㇔㇐㇐㇐㇑㇐㇔㇔㇔㇔
嗦	㇑㇕㇐㇐㇑㇔㇇㇜㇜㇔㇚㇓㇔
疆	㇕㇐㇉㇐㇑㇀㇐㇑㇕㇐㇑㇐㇐㇑㇕㇐㇑㇐㇐
仇	㇓㇑㇓㇈
丫	㇔㇓㇑
苯	㇐㇑㇑㇐㇑㇓㇏㇐
咆	㇑㇕㇐㇓㇆㇕㇐㇟
哮	㇑㇕㇐㇐㇑㇐㇓㇇㇚㇐
灌	㇔㇔㇀㇐㇑㇑㇑㇕㇐㇑㇕㇐㇓㇑㇔㇐㇐㇐㇑㇐
僵	㇓㇑㇐㇑㇕㇐㇑㇐㇐㇑㇕㇐㇑㇐㇐
弟	㇔㇓㇕㇐㇉㇑㇓
狮	㇓㇁㇓㇑㇓㇐㇑㇆㇑
锉	㇓㇐㇐㇐㇙㇓㇔㇓㇔㇐㇑㇐
柄	㇐㇑㇓㇔㇐㇑㇆㇓㇔
戳	㇕㇔㇀㇕㇔㇀㇓㇑㇔㇐㇐㇐㇑㇐㇐㇂㇓㇔
凰	㇓㇈㇓㇑㇕㇐㇐㇐㇐㇑㇐
侄	㇓㇑㇐㇜㇔㇐㇑㇐
嘹	㇑㇕㇐㇐㇓㇏㇔㇓㇑㇕㇐㇐㇚㇓㇔
恢	㇔㇔㇑㇐㇓㇔㇓㇓㇏
矣	㇜㇔㇓㇐㇐㇓㇏
焉	㇐㇑㇐㇑㇐㇐㇉㇔㇔㇔㇔
沌	㇔㇔㇀㇐㇗㇑㇟
瓣	㇔㇐㇔㇓㇐㇐㇓㇓㇓㇙㇔㇏㇔㇐㇔㇓㇐㇐㇑
契	㇐㇐㇐㇑㇆㇓㇐㇓㇏
賍	㇑㇕㇐㇐㇐㇓㇔㇔㇐㇓㇐㇑㇐
佬	㇓㇑㇐㇑㇐㇓㇓㇟
奂	㇓㇇㇑㇕㇐㇓㇏
席	㇔㇐㇓㇐㇑㇑㇐㇑㇆㇑
汀	㇔㇔㇀㇐㇚
茂	㇐㇑㇑㇐㇓㇂㇓㇔
胳	㇓㇆㇐㇐㇓㇇㇏㇑㇕㇐
膊	㇓㇆㇐㇐㇐㇑㇕㇐㇐㇑㇔㇐㇚㇔
佔	㇓㇑㇑㇐㇑㇕㇐
嗲	㇑㇕㇐㇓㇔㇓㇏㇓㇇㇔㇓㇇㇔
逝	㇐㇚㇀㇓㇓㇐㇑㇔㇋㇏
哼	㇑㇕㇐㇔㇐㇑㇕㇐㇇㇚
弊	㇔㇓㇑㇆㇑㇓㇔㇓㇐㇓㇏㇐㇓㇑
埔	㇐㇑㇀㇐㇑㇆㇐㇐㇑㇔
栓	㇐㇑㇓㇔㇓㇏㇐㇐㇑㇐
耻	㇐㇑㇑㇐㇐㇀㇑㇐㇑㇐
钭	㇓㇐㇐㇐㇙㇔㇔㇐㇑
迭	㇓㇐㇐㇓㇔㇔㇋㇏
豹	㇓㇔㇔㇓㇁㇓㇓㇓㇆㇔
衞	㇓㇓㇑㇕㇑㇐㇑㇕㇐㇐㇑㇆㇑㇐㇐㇚
脖	㇓㇆㇐㇐㇐㇑㇔㇇㇇㇚㇐
蛆	㇑㇕㇐㇑㇐㇔㇑㇕㇐㇐㇐
芒	㇐㇑㇑㇔㇐㇗
熄	㇔㇓㇓㇔㇓㇑㇕㇐㇐㇐㇔㇂㇔㇔
挖	㇐㇚㇀㇔㇔㇇㇓㇔㇈
煞	㇓㇇㇕㇐㇐㇓㇐㇓㇏㇔㇔㇔㇔
羹	㇔㇓㇐㇐㇑㇐㇔㇔㇔㇔㇔㇓㇐㇐㇑㇐㇐㇓㇏
兆	㇓㇔㇀㇟㇓㇔
鳄	㇓㇇㇑㇕㇐㇑㇐㇀㇑㇕㇐㇑㇕㇐㇐㇐㇉
胎	㇓㇆㇐㇐㇜㇔㇑㇕㇐
仝	㇓㇏㇐㇑㇐
陶	㇡㇑㇓㇆㇓㇐㇐㇑㇗㇑
腹	㇓㇆㇐㇐㇓㇐㇑㇕㇐㇐㇓㇇㇏
垛	㇐㇑㇀㇓㇅㇐㇑㇓㇏
嚼	㇑㇕㇐㇓㇔㇔㇓㇑㇕㇑㇑㇐㇕㇐㇐㇙㇔㇐㇚㇔
宏	㇔㇔㇇㇐㇓㇜㇔
掺	㇐㇚㇀㇜㇔㇐㇓㇏㇓㇓㇓
贩	㇑㇕㇓㇔㇓㇓㇇㇏
肆	㇐㇑㇐㇐㇐㇜㇔㇕㇐㇐㇐㇐㇑
乃	㇡㇓
坨	㇐㇑㇀㇔㇔㇇㇓㇟
绞	㇜㇜㇀㇔㇐㇓㇔㇓㇏
撕	㇐㇚㇀㇐㇑㇑㇐㇐㇐㇓㇔㇓㇓㇐㇑
翘	㇐㇂㇓㇐㇓㇟㇆㇔㇀㇆㇔㇀
萧	㇐㇑㇑㇕㇐㇐㇑㇓㇑㇓㇔
拔	㇐㇚㇀㇐㇓㇇㇏㇔
捯	㇐㇚㇀㇐㇜㇔㇐㇑㇀㇑㇚
饬	㇓㇇㇙㇓㇐㇆㇓
孝	㇐㇑㇐㇓㇇㇚㇐
沧	㇔㇔㇀㇓㇏㇆㇟
韭	㇑㇐㇐㇐㇑㇐㇐㇐㇐
梧	㇐㇑㇓㇔㇐㇑㇕㇐㇑㇕㇐
桐	㇐㇑㇓㇔㇑㇆㇐㇑㇕㇐
刹	㇓㇔㇐㇚㇓㇔㇑㇚
辨	㇔㇐㇔㇓㇐㇐㇓㇔㇓㇔㇐㇔㇓㇐㇐㇑
檐	㇐㇑㇓㇔㇓㇇㇐㇓㇓㇔㇔㇐㇐㇐㇑㇕㇐
舫	㇓㇓㇆㇔㇐㇔㇔㇐㇆㇓
栅	㇐㇑㇓㇔㇓㇆㇓㇆㇐
噔	㇑㇕㇐㇇㇔㇓㇓㇏㇐㇑㇕㇐㇔㇓㇐
吭	㇑㇕㇐㇔㇐㇓㇈
丘	㇓㇑㇐㇑㇐
拙	㇐㇚㇀㇗㇑㇑㇗㇑
阱	㇡㇑㇐㇐㇓㇑
棱	㇐㇑㇓㇔㇐㇑㇐㇓㇔㇓㇇㇏
钧	㇓㇐㇐㇐㇙㇓㇆㇔㇀
胥	㇇㇑㇐㇓㇏㇑㇆㇐㇐
媚	㇛㇓㇐㇕㇑㇐㇓㇑㇕㇐㇐㇐
淘	㇔㇔㇀㇓㇆㇓㇐㇐㇑㇗㇑
犄	㇓㇐㇑㇀㇐㇓㇔㇐㇑㇕㇐㇚
旯	㇑㇕㇐㇐㇓㇈
伍	㇓㇑㇐㇑㇕㇐
覧	㇐㇑㇕㇐㇑㇗㇓㇐㇔㇑㇕㇐㇐㇐㇓㇟
枪	㇐㇑㇓㇔㇓㇏㇆㇟
粽	㇔㇓㇐㇑㇓㇔㇔㇔㇇㇐㇐㇚㇓㇔
仙	㇓㇑㇑㇗㇑
焗	㇔㇓㇓㇔㇕㇐㇓㇆㇑㇕㇐
菱	㇐㇑㇑㇐㇑㇐㇓㇔㇓㇇㇏
藻	㇐㇑㇑㇔㇔㇀㇑㇕㇐㇑㇕㇐㇑㇕㇐㇐㇑㇓㇏
梭	㇐㇑㇓㇔㇜㇔㇓㇔㇓㇇㇏
蔓	㇐㇑㇑㇑㇕㇐㇐㇑㇕㇑㇑㇐㇇㇏
哐	㇑㇕㇐㇐㇐㇐㇑㇐㇗
艾	㇐㇑㇑㇓㇏
诊	㇔㇊㇓㇏㇓㇓㇓
薏	㇐㇑㇑㇔㇐㇔㇓㇐㇑㇕㇐㇐㇔㇂㇔㇔
祛	㇔㇇㇑㇔㇐㇑㇐㇜㇔
芸	㇐㇑㇑㇐㇐㇜㇔
蚕	㇐㇐㇓㇏㇑㇕㇐㇑㇐㇔
鹭	㇑㇕㇐㇑㇐㇑㇀㇓㇇㇏㇑㇕㇐㇓㇆㇔㇉㇐
岔	㇓㇏㇆㇓㇑㇗㇑
锡	㇓㇐㇐㇐㇙㇑㇕㇐㇐㇓㇆㇓㇓
鲤	㇓㇇㇑㇕㇐㇑㇐㇀㇑㇕㇐㇐㇑㇐㇐
谎	㇔㇊㇐㇑㇑㇔㇐㇗㇓㇑㇟
赅	㇑㇕㇓㇔㇔㇐㇜㇓㇓㇔
捣	㇐㇚㇀㇓㇆㇔㇉㇑㇗㇑
泻	㇔㇔㇀㇔㇇㇐㇉㇐
掘	㇐㇚㇀㇕㇐㇓㇗㇑㇑㇗㇑
钓	㇓㇐㇐㇐㇙㇓㇆㇔
窥	㇔㇔㇇㇓㇔㇐㇐㇓㇔㇑㇕㇓㇟
窃	㇔㇔㇇㇓㇔㇐㇙㇆㇓
御	㇓㇓㇑㇓㇐㇐㇑㇐㇑㇀㇆㇑
鸳	㇓㇇㇔㇆㇟㇓㇆㇔㇉㇐
鸯	㇑㇕㇐㇓㇏㇓㇆㇔㇉㇐
拭	㇐㇚㇀㇐㇐㇑㇀㇂㇔
酥	㇐㇑㇕㇓㇗㇐㇐㇓㇐㇑㇓㇏
侠	㇓㇑㇐㇔㇓㇐㇓㇏
戈	㇐㇂㇓㇔
绸	㇜㇜㇀㇓㇆㇐㇑㇐㇑㇕㇐
歧	㇑㇐㇑㇀㇐㇑㇇㇏
盎	㇑㇕㇐㇓㇏㇑㇕㇑㇑㇐
潘	㇔㇔㇀㇓㇔㇓㇐㇑㇓㇏㇑㇕㇐㇑㇐
剥	㇕㇐㇐㇚㇔㇀㇓㇔㇑㇚
廷	㇓㇐㇑㇐㇋㇏
龈	㇑㇐㇑㇐㇓㇔㇗㇑㇕㇐㇐㇙㇓㇏
蜘	㇑㇕㇐㇑㇐㇔㇓㇐㇐㇓㇔㇑㇕㇐
蛛	㇑㇕㇐㇑㇐㇔㇓㇐㇐㇑㇓㇏
袖	㇔㇇㇑㇓㇔㇑㇕㇐㇑㇐
跌	㇑㇕㇐㇑㇐㇑㇀㇓㇐㇐㇓㇏
玺	㇓㇇㇚㇓㇔㇐㇐㇑㇐㇔
懿	㇐㇑㇐㇔㇇㇐㇑㇕㇐㇔㇓㇀㇔㇀㇓㇇㇓㇏㇔㇂㇔㇔
董	㇐㇑㇑㇓㇐㇑㇕㇐㇐㇑㇐㇐
髦	㇐㇑㇐㇐㇐㇜㇔㇓㇓㇓㇓㇐㇐㇟
娟	㇛㇓㇐㇑㇕㇐㇑㇆㇐㇐
倪	㇓㇑㇓㇑㇐㇕㇐㇐㇓㇟
焕	㇔㇓㇓㇔㇓㇇㇑㇕㇐㇓㇏
鳌	㇐㇐㇑㇐㇆㇓㇓㇐㇓㇏㇓㇇㇑㇕㇐㇑㇐㇐
肖	㇑㇔㇓㇑㇆㇐㇐
苟	㇐㇑㇑㇓㇆㇑㇕㇐
探	㇐㇚㇀㇔㇇㇓㇔㇐㇑㇓㇏
洱	㇔㇔㇀㇐㇑㇑㇐㇐㇐
缮	㇜㇜㇀㇔㇓㇐㇐㇐㇑㇔㇓㇐㇑㇕㇐
抄	㇐㇚㇀㇑㇓㇔㇓
肴	㇓㇔㇐㇓㇑㇆㇐㇐
祖	㇔㇇㇑㇔㇑㇕㇐㇐㇐
邸	㇓㇙㇐㇂㇔㇡㇑
盂	㇐㇐㇚㇑㇕㇑㇑㇐
冥	㇔㇇㇑㇕㇐㇐㇔㇐㇓㇔
筝	㇓㇐㇔㇓㇐㇔㇓㇇㇕㇐㇐㇚
乒	㇓㇑㇐㇑㇐㇓
茗	㇐㇑㇑㇓㇇㇔㇑㇕㇐
茉	㇐㇑㇑㇐㇐㇑㇓㇏
泾	㇔㇔㇀㇇㇔㇐㇑㇐
哆	㇑㇕㇐㇓㇇㇔㇓㇇㇔
蟹	㇓㇇㇓㇆㇐㇐㇑㇆㇓㇓㇐㇐㇑㇑㇕㇐㇑㇐㇔
赐	㇑㇕㇓㇔㇑㇕㇐㇐㇓㇆㇓㇓
砚	㇐㇓㇑㇕㇐㇑㇕㇓㇟
卅	㇐㇓㇑㇑
裕	㇔㇇㇑㇓㇔㇓㇔㇓㇏㇑㇕㇐
皆	㇐㇙㇓㇟㇓㇑㇕㇐㇐
谴	㇔㇊㇑㇕㇐㇑㇐㇑㇕㇐㇕㇐㇔㇋㇏
壤	㇐㇑㇀㇔㇐㇑㇕㇐㇑㇕㇐㇐㇐㇑㇑㇐㇓㇙㇓㇏
憎	㇔㇔㇑㇔㇓㇑㇕㇑㇔㇓㇐㇑㇕㇐㇐
骄	㇕㇉㇀㇓㇐㇓㇏㇓㇑
舌	㇓㇐㇑㇑㇕㇐
淌	㇔㇔㇀㇑㇔㇓㇑㇆㇑㇕㇐
麟	㇔㇐㇓㇕㇑㇑㇐㇐㇙㇐㇙㇔㇓㇐㇑㇓㇏㇓㇇㇔㇐㇜㇑
徽	㇓㇓㇑㇑㇗㇑㇐㇜㇜㇔㇚㇓㇔㇓㇐㇓㇏
莺	㇐㇑㇑㇔㇇㇓㇆㇔㇉㇐
蚂	㇑㇕㇐㇑㇐㇔㇕㇉㇐
昼	㇕㇐㇓㇏㇑㇕㇐㇐㇐
韦	㇐㇐㇆㇑
棍	㇐㇑㇓㇔㇑㇕㇐㇐㇐㇙㇓㇟
酪	㇐㇑㇕㇓㇗㇐㇐㇓㇇㇏㇑㇕㇐
碜	㇐㇓㇑㇕㇐㇜㇔㇐㇓㇏㇓㇓㇓
娥	㇛㇓㇐㇓㇐㇚㇀㇂㇓㇔
衫	㇔㇇㇑㇓㇔㇓㇓㇓
雯	㇐㇔㇇㇑㇔㇔㇔㇔㇔㇐㇓㇏
翔	㇔㇓㇐㇐㇐㇓㇆㇔㇀㇆㇔㇀
噌	㇑㇕㇐㇔㇓㇑㇕㇑㇔㇓㇐㇑㇕㇐㇐
辰	㇐㇓㇐㇐㇙㇓㇏
鞠	㇐㇑㇑㇐㇑㇕㇐㇐㇑㇓㇆㇔㇓㇐㇑㇓㇔
瞳	㇑㇕㇐㇐㇐㇔㇐㇔㇓㇐㇑㇕㇐㇐㇑㇐㇐
俐	㇓㇑㇓㇐㇑㇓㇔㇑㇚
贺	㇆㇓㇑㇕㇐㇑㇕㇓㇔
碳	㇐㇓㇑㇕㇐㇑㇗㇑㇐㇓㇔㇓㇓㇏
柚	㇐㇑㇓㇔㇑㇕㇐㇑㇐
嘞	㇑㇕㇐㇐㇑㇑㇐㇑㇕㇐㇐㇑㇆㇓
岳	㇓㇑㇐㇑㇐㇑㇗㇑
宪	㇔㇔㇇㇓㇐㇑㇐㇓㇟
梆	㇐㇑㇓㇔㇐㇐㇐㇓㇡㇑
痰	㇔㇐㇓㇔㇀㇔㇓㇓㇔㇔㇓㇓㇏
筹	㇓㇐㇔㇓㇐㇔㇐㇐㇐㇓㇐㇚㇔
旭	㇓㇈㇑㇕㇐㇐
诠	㇔㇊㇓㇏㇐㇐㇑㇐
镶	㇓㇐㇐㇐㇙㇔㇐㇑㇕㇐㇑㇕㇐㇐㇐㇑㇑㇐㇓㇙㇓㇏
嵌	㇑㇗㇑㇐㇑㇑㇐㇐㇓㇇㇓㇏
伟	㇓㇑㇐㇐㇆㇑
呕	㇑㇕㇐㇐㇓㇔㇗
硕	㇐㇓㇑㇕㇐㇐㇓㇑㇕㇓㇔
舅	㇓㇑㇐㇕㇐㇐㇑㇕㇐㇑㇐㇆㇓
侵	㇓㇑㇕㇐㇐㇔㇇㇇㇏
讬	㇔㇊㇓㇐㇟
刨	㇓㇆㇕㇐㇟㇑㇚
虱	㇈㇓㇑㇕㇐㇑㇐㇔
纷	㇜㇜㇀㇓㇏㇆㇓
溪	㇔㇔㇀㇓㇔㇔㇓㇜㇜㇔㇐㇓㇏
黎	㇓㇐㇑㇓㇔㇓㇆㇓㇓㇏㇚㇔㇀㇓㇔
纽	㇜㇜㇀㇕㇑㇐㇐
敦	㇔㇐㇑㇕㇐㇇㇚㇀㇓㇐㇓㇏
褶	㇔㇇㇑㇓㇔㇕㇔㇀㇕㇔㇀㇓㇑㇕㇐㇐
叹	㇑㇕㇐㇇㇏
迊	㇐㇑㇆㇑㇔㇋㇏
棺	㇐㇑㇓㇔㇔㇔㇇㇑㇕㇐㇕㇐
徇	㇓㇓㇑㇓㇆㇑㇕㇐㇐
樟	㇐㇑㇓㇔㇔㇐㇔㇓㇐㇑㇕㇐㇐㇐㇑
芬	㇐㇑㇑㇓㇏㇆㇓
磊	㇐㇓㇑㇕㇐㇐㇓㇑㇕㇐㇐㇓㇑㇕㇐
厘	㇐㇓㇑㇕㇐㇐㇑㇐㇐
寂	㇔㇔㇇㇑㇐㇐㇚㇓㇔㇇㇏
邱	㇓㇑㇐㇑㇀㇡㇑
缪	㇜㇜㇀㇕㇔㇀㇕㇔㇀㇓㇏㇓㇓㇓
怠	㇜㇔㇑㇕㇐㇔㇂㇔㇔
呱	㇑㇕㇐㇓㇓㇙㇔㇏
猛	㇓㇁㇓㇇㇚㇐㇑㇕㇑㇑㇐
奎	㇐㇓㇏㇐㇑㇐㇐㇑㇐
喳	㇑㇕㇐㇐㇑㇓㇏㇑㇕㇐㇐㇐
嘻	㇑㇕㇐㇐㇑㇐㇑㇕㇐㇔㇓㇐㇑㇕㇐
轶	㇐㇜㇑㇀㇓㇐㇐㇓㇏
兀	㇐㇓㇟
疤	㇔㇐㇓㇔㇀㇕㇑㇐㇟
沁	㇔㇔㇀㇔㇂㇔㇔
脾	㇓㇆㇐㇐㇓㇑㇕㇐㇐㇓㇐㇑
盅	㇑㇕㇐㇑㇑㇕㇑㇑㇐
躬	㇓㇑㇆㇐㇐㇐㇓㇕㇐㇉
沸	㇔㇔㇀㇕㇐㇉㇓㇑
辜	㇐㇑㇑㇕㇐㇔㇐㇔㇓㇐㇐㇑
崭	㇑㇗㇑㇐㇜㇑㇀㇓㇓㇐㇑
衬	㇔㇇㇑㇓㇔㇐㇚㇔
绽	㇜㇜㇀㇔㇔㇇㇐㇑㇐㇓㇏
圃	㇑㇕㇐㇑㇆㇐㇐㇑㇔㇐
瞅	㇑㇕㇐㇐㇐㇓㇐㇑㇓㇔㇔㇓㇓㇏
淇	㇔㇔㇀㇐㇑㇑㇐㇐㇐㇓㇔
射	㇓㇑㇆㇐㇐㇐㇓㇐㇚㇔
椎	㇐㇑㇓㇔㇓㇑㇔㇐㇐㇐㇑㇐
屿	㇑㇗㇑㇐㇉㇐
辽	㇇㇚㇔㇋㇏
擎	㇐㇑㇑㇓㇆㇑㇕㇐㇓㇐㇓㇏㇓㇐㇐㇚
艘	㇓㇓㇆㇔㇐㇔㇓㇑㇐㇕㇐㇐㇑㇇㇏
渭	㇔㇔㇀㇑㇕㇐㇑㇐㇑㇆㇐㇐
桩	㇐㇑㇓㇔㇔㇐㇓㇐㇑㇐
殭	㇐㇓㇇㇔㇐㇑㇕㇐㇑㇐㇐㇑㇕㇐㇑㇐㇐
厝	㇐㇓㇐㇑㇑㇐㇑㇕㇐㇐
埯	㇐㇑㇀㇐㇓㇏㇑㇕㇐㇐㇟
绵	㇜㇜㇀㇓㇑㇕㇐㇐㇑㇆㇑
洛	㇔㇔㇀㇓㇇㇏㇑㇕㇐
陀	㇡㇑㇔㇔㇇㇓㇟
俚	㇓㇑㇑㇕㇐㇐㇑㇐㇐
仑	㇓㇏㇓㇟
汕	㇔㇔㇀㇑㇗㇑
姊	㇛㇓㇐㇓㇉㇑㇓
闽	㇔㇑㇆㇑㇕㇐㇑㇐㇔
薪	㇐㇑㇑㇔㇐㇔㇓㇐㇐㇚㇓㇔㇓㇓㇐㇑
暇	㇑㇕㇐㇐㇕㇐㇑㇐㇐㇕㇐㇇㇏
荤	㇐㇑㇑㇔㇇㇐㇜㇐㇑
炤	㇔㇓㇓㇔㇆㇓㇑㇕㇐
臣	㇐㇑㇕㇐㇑㇗
潄	㇔㇔㇀㇐㇑㇕㇐㇑㇓㇔㇓㇐㇓㇏
鱿	㇓㇇㇑㇕㇐㇑㇐㇀㇐㇓㇟㇔
沏	㇔㇔㇀㇐㇙㇆㇓
丸	㇓㇈㇔
躁	㇑㇕㇐㇑㇐㇑㇀㇑㇕㇐㇑㇕㇐㇑㇕㇐㇐㇑㇓㇏
掌	㇑㇔㇓㇔㇇㇑㇕㇐㇓㇐㇐㇚
哉	㇐㇑㇐㇑㇕㇐㇂㇓㇔
歩	㇑㇐㇑㇐㇑㇔㇔㇓
犀	㇕㇐㇓㇑㇔㇀㇓㇔㇓㇐㇐㇑
醺	㇐㇑㇕㇓㇗㇐㇐㇓㇐㇑㇕㇔㇓㇐㇑㇐㇐㇔㇔㇔㇔
革	㇐㇑㇑㇐㇑㇕㇐㇐㇑
汰	㇔㇔㇀㇐㇓㇏㇔
倡	㇓㇑㇑㇕㇐㇐㇑㇕㇐㇐
拗	㇐㇚㇀㇜㇜㇔㇆㇓
怒	㇛㇓㇐㇇㇏㇔㇂㇔㇔
崎	㇑㇗㇑㇐㇓㇔㇐㇑㇕㇐㇚
氯	㇓㇐㇐㇈㇕㇐㇐㇚㇔㇀㇓㇔
蜗	㇑㇕㇐㇑㇐㇔㇑㇕㇐㇑㇆㇓㇔
咔	㇑㇕㇐㇑㇐㇐㇑㇔
嚓	㇑㇕㇐㇔㇔㇇㇓㇇㇔㇔㇇㇏㇐㇐㇚㇓㇔
耒	㇐㇐㇐㇑㇓㇏
咱	㇑㇕㇐㇓㇑㇕㇐㇐㇐
兔	㇓㇇㇑㇕㇐㇓㇟㇔
粿	㇔㇓㇐㇑㇓㇔㇑㇕㇐㇐㇐㇑㇓㇏
挚	㇐㇚㇀㇓㇈㇔㇓㇐㇐㇚
骤	㇕㇉㇀㇐㇑㇑㇐㇐㇀㇇㇔㇓㇑㇓㇓㇓㇏
稚	㇓㇐㇑㇓㇔㇓㇑㇔㇐㇐㇐㇑㇐
溯	㇔㇔㇀㇔㇓㇐㇗㇑㇓㇓㇆㇐㇐
凝	㇔㇀㇓㇟㇓㇐㇐㇓㇔㇇㇔㇇㇑㇐㇓㇏
蹄	㇑㇕㇐㇑㇐㇑㇀㇔㇐㇔㇓㇔㇇㇑㇆㇑
鲍	㇓㇇㇑㇕㇐㇑㇐㇀㇓㇆㇕㇐㇟
櫈	㇐㇑㇓㇔㇇㇔㇓㇓㇏㇐㇑㇕㇐㇔㇓㇐㇓㇈
蒜	㇐㇑㇑㇐㇐㇚㇓㇔㇐㇐㇚㇓㇔
疱	㇔㇐㇓㇔㇀㇓㇆㇕㇐㇟
瞠	㇑㇕㇐㇐㇐㇑㇔㇓㇔㇇㇑㇕㇐㇐㇑㇐
淤	㇔㇔㇀㇔㇐㇆㇓㇓㇏㇔㇔
殖	㇐㇓㇇㇔㇐㇑㇑㇕㇐㇐㇐㇐
殿	㇕㇐㇓㇐㇑㇑㇐㇓㇔㇓㇅㇇㇏
逐	㇐㇓㇁㇓㇓㇓㇔㇔㇋㇏
籽	㇔㇓㇐㇑㇓㇔㇇㇚㇐
磐	㇓㇓㇆㇔㇐㇔㇓㇅㇇㇏㇐㇓㇑㇕㇐
莸	㇐㇑㇑㇓㇁㇓㇐㇓㇟㇔
枣	㇐㇑㇕㇑㇓㇏㇔㇔
蒲	㇐㇑㇑㇔㇔㇀㇐㇑㇆㇐㇐㇑㇔
浃	㇔㇔㇀㇐㇔㇓㇐㇓㇏
盔	㇐㇓㇔㇓㇓㇏㇑㇕㇑㇑㇐
淑	㇔㇔㇀㇑㇐㇐㇚㇓㇔㇇㇏
譬	㇕㇐㇓㇑㇕㇐㇔㇐㇔㇓㇐㇐㇑㇔㇐㇐㇐㇑㇕㇐
龚	㇐㇓㇟㇓㇔㇐㇑㇑㇐㇓㇔
蜀	㇑㇕㇑㇑㇐㇓㇆㇑㇕㇐㇑㇐㇔
鲈	㇓㇇㇑㇕㇐㇑㇐㇀㇑㇐㇕㇐㇓
课	㇔㇊㇑㇕㇐㇐㇐㇑㇓㇏
懵	㇔㇔㇑㇐㇑㇑㇑㇕㇑㇑㇐㇔㇇㇑㇕㇐㇐㇐
慵	㇔㇔㇑㇔㇐㇓㇕㇐㇐㇑㇆㇐㇐㇑
睁	㇑㇕㇐㇐㇐㇓㇇㇕㇐㇐㇚
蓦	㇐㇑㇑㇑㇕㇐㇐㇐㇓㇏㇕㇉㇐
析	㇐㇑㇓㇔㇓㇓㇐㇑
祠	㇔㇇㇑㇔㇆㇐㇑㇕㇐
泛	㇔㇔㇀㇓㇔㇇㇏
赫	㇐㇑㇐㇓㇚㇓㇔㇐㇑㇐㇓㇚㇓㇔
渠	㇔㇔㇀㇐㇕㇐㇗㇐㇑㇓㇏
挎	㇐㇚㇀㇐㇓㇏㇐㇐㇉
毋	㇗㇆㇓㇐
庸	㇔㇐㇓㇕㇐㇐㇑㇆㇐㇐㇑
跤	㇑㇕㇐㇑㇐㇑㇀㇔㇐㇓㇔㇓㇏
勾	㇓㇆㇜㇔
郡	㇕㇐㇐㇓㇑㇕㇐㇡㇑
甫	㇐㇑㇆㇐㇐㇑㇔
淫	㇔㇔㇀㇓㇔㇔㇓㇓㇐㇑㇐
窘	㇔㇔㇇㇓㇔㇕㇐㇐㇓㇑㇕㇐
袭	㇐㇓㇟㇓㇔㇔㇐㇓㇙㇓㇏
挞	㇐㇚㇀㇐㇓㇔㇔㇋㇏
龟	㇓㇇㇑㇕㇐㇐㇟
苓	㇐㇑㇑㇓㇏㇔㇇㇔
濑	㇔㇔㇀㇐㇑㇕㇐㇑㇓㇔㇓㇇㇑㇕㇓㇔
藤	㇐㇑㇑㇓㇆㇐㇐㇔㇓㇐㇐㇓㇏㇚㇔㇀㇓㇔
吖	㇑㇕㇐㇔㇓㇑
邑	㇑㇕㇐㇕㇑㇐㇟
氧	㇓㇐㇐㇈㇔㇓㇐㇐㇐㇑
逾	㇓㇏㇐㇑㇆㇐㇐㇑㇚㇔㇋㇏
佟	㇓㇑㇓㇇㇏㇔㇔
屌	㇕㇐㇓㇑㇕㇐㇑㇆㇑
